"Code_UAI","Code_INSEE","Code_EPCI","Nom_EPCI","Nom_Ecole","Type_Patrimoine","Proprietaire_FFO_Forme","Proprietaire_FFO_Denomination","Commune","Surface_M2","Annee_Construction","Statut_DPE","Annee_DPE","Classe_DPE","Conso_Annuelle_kWh","Conso_Specifique_kWh_M2","Facture_Annuelle_Euros","Economie_Annuelle_Euros","Economie_Realiste_Euros","Economie_Plancher_66pct_Euros","Modele_Financement","CAPEX_Total","CAPEX_HT_Euros","Subventions_Etat_Euros","Subventions_Pessimiste_Euros","Subventions_Optimiste_Euros","Subventions_Fourchette_Label","CEE_Euros","Part_Fonds_Euros","Part_Fonds_Pessimiste_Euros","Part_Fonds_Optimiste_Euros","Pack_CAPEX_Total","Pack_Gain_Net_Pessimiste_Total","Financement_Statut","Statut_Projet_EPCI","Package_ID","Argumentaire_Loi_ELAN","Argumentaire_MGPE_PD","MGPE_Loyer_Lt_Euros","MGPE_Redevance_Ft_Euros","MGPE_Part_Services_St_Euros","MGPE_Duree_Contrat_Ans","Gain_Net_Contractuel_Euros","Gain_Net_Annuel_Mairie_Euros","Gain_Net_Pessimiste_Euros","Gain_Net_Optimiste_Euros","Gain_Net_Fourchette_Label","Gain_Net_Plancher_66pct_Euros","Fonds_ROI_Annees","Fonds_ROI_Pessimiste_Annees","Fonds_ROI_Optimiste_Annees","Fonds_ROI_Fourchette_Label","Taux_Subvention_Pessimiste_Pct","Taux_Eco_Realiste_Pessimiste_Pct","Ratio_PAC_W_M2","Alerte_Surdimensionnement","Alerte_Surdimensionnement_Note","Score_Eligibilite_Closing","Closing_Temperature","Alerte_Financement","Email_Mairie","Artisan_Nom","Artisan_Distance_KM","Artisan_Email","Artisan_Tranche_Effectif","Artisan_Effectif_Label","Artisan_Effectif_Min","Type_Travaux","Puissance_PAC_kW","Ouvriers_Requis","Duree_Estimee_Semaines","Periode_Ideale_Chantier","Latitude","Longitude"
"0691394R","69121","200040574","200040574","Ecole élémentaire Au fil des mots E. Bourgeois","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Lozanne","1669","1990","F (220 kWh/m²/an)","2018","F","367180","220","81477","36665","20166",,"fourchette","200280","166900","133520","133520","133520","133 520 € à 133 520 €","881","65879","65879","65879","1748820","36163","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200040574","En tant que propriétaire du groupe scolaire Ecole élémentaire Au fil des mots E. Bourgeois, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1669 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Lozanne (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1669 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 12 027 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 133 520 € à 133 520 €. Gain net annuel mairie (fourchette) : 7 515 € à 15 472 €/an. ROI part fonds (fourchette) : 4.3 à 8.8 ans.","12651","7644","5007","12","24014","7515","7515","15472","7 515 € à 15 472 €/an","11548","8.8","8.8","4.3","4.3 à 8.8 ans","66.7","55","80.3","false",,"75","🔥 Chaud",,"contact@mairielozanne.fr","ENTREPRISE D'ELECTRICITE DUBOST-RECORBET","7.6","contact@dubost-recorbet.fr","12","20 à 49 salariés","20","Rénovation Moyenne","134","6","8","Été 2026 + Automne 2026","45.856842459799964","4.681178734645346"
"0691431F","69076","246900625","246900625","Ecole primaire Bernard Clavel","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Dommartin","4283","0","E (350 kWh/m²/an)","2021","E","1499050","350","332639","149688","82328",,"fourchette","513960","428300","334074","334074","342640","334 074 € à 342 640 €","2261","177625","177625","169059","667680","61066","FINANÇABLE_SOLO","SOUS_SEUIL_A_CREUSER","SOLO","En tant que propriétaire du groupe scolaire Ecole primaire Bernard Clavel, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 4283 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Dommartin (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (4283 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 31 775 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 334 074 € à 342 640 €. Gain net annuel mairie (fourchette) : 48 869 € à 81 403 €/an. ROI part fonds (fourchette) : 2.1 à 3.6 ans.","33459","20610","12849","12","116229","48869","48869","81403","48 869 € à 81 403 €/an","65335","3.6","3.6","2.1","2.1 à 3.6 ans","65","55","80.1","false",,"86","🔥 Chaud",,"contact@mairiedommartin.fr","INDUSTHERM","14.8","contact@industherm.fr","21","50 à 99 salariés","50","Rénovation Moyenne","343","24","5","Été 2026 + Automne 2026","45.83506832385828","4.714955630237393"
"0693960E","69140","200040574","200040574","Ecole primaire Les Petits Drôles","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Morancé","1531","1953","E (220 kWh/m²/an)",,"Estimé","336820","220","74740","33633","23543",,"fourchette","275580","229650","179127","179127","183720","179 127 € à 183 720 €","1323","95130","95130","90537","1748820","36163","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200040574","En tant que propriétaire du groupe scolaire Ecole primaire Les Petits Drôles, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1531 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Morancé (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1531 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 17 026 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 179 127 € à 183 720 €. Gain net annuel mairie (fourchette) : 5 615 € à 8 688 €/an. ROI part fonds (fourchette) : 10.4 à 16.9 ans.","17928","11038","6890","12","15705","5615","5615","8688","5 615 € à 8 688 €/an","4270","16.9","16.9","10.4","10.4 à 16.9 ans","65","70","79.7","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.7 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","67","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.7 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","contact@mairie-morance.fr","ENGIE HOME SERVICES","9.2","fabienne.merite@engie.com","12","20 à 49 salariés","20","Rénovation Lourde","122","6","11","Été 2026 + Automne 2026","45.89808820301747","4.701162512599619"
"BDNB-bdnb-bg-ZJAA-MN7P-8HLW","69021","246900625","246900625","bibliothÈque","Mairie / Hôtel de ville","COM","COMMUNE DE BESSENAY","Bessenay","1281","1979","E (316 kWh/m²/an)","2019","E","404284","315.6","89711","40370","22204",,"fourchette","153720","128100","99918","99918","102480","99 918 € à 102 480 €","676","53126","53126","50564","667680","61066","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-246900625","En tant que propriétaire du groupe scolaire bibliothÈque, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1281 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Bessenay (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1281 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 9 504 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 99 918 € à 102 480 €. Gain net annuel mairie (fourchette) : 12 197 € à 21 047 €/an. ROI part fonds (fourchette) : 2.4 à 4.4 ans.","10007","6164","3843","12","30363","12197","12197","21047","12 197 € à 21 047 €/an","16637","4.4","4.4","2.4","2.4 à 4.4 ans","65","55","79.6","false",,"76","🔥 Chaud",,"mairie@mairie-bessenay.fr","ENTREPRISE D'ELECTRICITE DUBOST-RECORBET","6.1","contact@dubost-recorbet.fr","12","20 à 49 salariés","20","Rénovation Moyenne","102","6","6","Été 2026 + Automne 2026","45.77755702923289","4.5534939384300515"
"BDNB-bdnb-bg-V7UJ-DS9Q-92UN","69024","200040574","200040574","bibliothÈque","Bibliothèque","COM","COMMUNE DE VAL D'OINGT","Val d'Oingt","1094","1805","E (220 kWh/m²/an)",,"Estimé","240680","220","53407","24033","16823",,"fourchette","196920","164100","88614","88614","131280","88 614 € à 131 280 €","945","107361","107361","64695","1748820","36163","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200040574","En tant que propriétaire du groupe scolaire bibliothÈque, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1094 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Val d'Oingt (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1094 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 16 363 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 88 614 € à 131 280 €. Gain net annuel mairie (fourchette) : -557 € à 6 209 €/an. ROI part fonds (fourchette) : — à 10.4 ans.","17380","12457","4923","12","6653","-557","-557","6209","-557 € à 6 209 €/an","-1518",,,"10.4","— à 10.4 ans","45","70","80.4","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.4 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","59","⚡ Tiède","Risque sous-performance IPMVP : gain net mairie ≤ 0 au plancher 66 % (vérifier Lt et objectifs GPE) | PAC surdimensionnée pour bâtiment isolé (ITE) : 80.4 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@valdoingt.org","ENGIE HOME SERVICES","11.5","fabienne.merite@engie.com","12","20 à 49 salariés","20","Rénovation Lourde","88","6","8","Été 2026 + Automne 2026","45.947972036399065","4.582231990306256"
"BDNB-bdnb-bg-41GW-79TC-7QDY","69033","200046977","200046977","mairie","Mairie / Hôtel de ville","COM","COMMUNE DE CAILLOUX SUR FONTAINES","Cailloux-sur-Fontaines","1727","0","E (220 kWh/m²/an)",,"Estimé","379940","220","84309","37939","20866",,"fourchette","207240","172700","134706","134706","138160","134 706 € à 138 160 €","912","71622","71622","68168","9739200","248181","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200046977","En tant que propriétaire du groupe scolaire mairie, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1727 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Cailloux-sur-Fontaines (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1727 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 12 812 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 134 706 € à 138 160 €. Gain net annuel mairie (fourchette) : 7 375 € à 16 010 €/an. ROI part fonds (fourchette) : 4.3 à 9.7 ans.","13491","8310","5181","12","24448","7375","7375","16010","7 375 € à 16 010 €/an","11549","9.7","9.7","4.3","4.3 à 9.7 ans","65","55","79.9","false",,"72","⚡ Tiède",,"contact@mairie-caillouxsurfontaines.fr","SETIM","0.7","s.generaux@setim.pro","12","20 à 49 salariés","20","Rénovation Moyenne","138","6","8","Été 2026 + Automne 2026","45.85265397910854","4.87155897792156"
"BDNB-bdnb-bg-GQV2-Z6UF-2KZE","69040","200046977","200046977","École maternelle","Centre / Accueil de loisirs","COM","COMMUNE DE CHAMPAGNE AU MONT D OR","Champagne-au-Mont-d'Or","4708","1951","D (257 kWh/m²/an)","2016","D","1209956","257","268489","120820","84574",,"fourchette","847440","706200","381348","381348","564960","381 348 € à 564 960 €","4068","462024","462024","278412","9739200","248181","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200046977","En tant que propriétaire du groupe scolaire École maternelle, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 4708 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Champagne-au-Mont-d'Or (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (4708 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 70 416 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 381 348 € à 564 960 €. Gain net annuel mairie (fourchette) : 9 780 € à 39 764 €/an. ROI part fonds (fourchette) : 7 à 47.2 ans.","74794","53608","21186","12","46026","9780","9780","39764","9 780 € à 39 764 €/an","4947","47.2","47.2","7","7 à 47.2 ans","45","70","80.1","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","64","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","accueil@mairiedechampagne.fr","INDUSTHERM","9.9","contact@industherm.fr","21","50 à 99 salariés","50","Rénovation Lourde","377","24","8","Été 2026 + Automne 2026","45.7955670471062","4.786783962158817"
"BDNB-bdnb-bg-ZJPN-E9RB-9AK8","69049","200040574","200040574","École primaire","Enseignement","COM","COMMUNE DE CHASSELAY","Chasselay","1125","1935","E (220 kWh/m²/an)",,"Estimé","247500","220","54920","24714","17300",,"fourchette","202500","168750","131625","131625","135000","131 625 € à 135 000 €","972","69903","69903","66528","1748820","36163","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200040574","En tant que propriétaire du groupe scolaire École primaire, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1125 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Chasselay (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1125 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 12 511 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 131 625 € à 135 000 €. Gain net annuel mairie (fourchette) : 4 126 € à 6 384 €/an. ROI part fonds (fourchette) : 10.4 à 16.9 ans.","13174","8111","5063","12","11540","4126","4126","6384","4 126 € à 6 384 €/an","3137","16.9","16.9","10.4","10.4 à 16.9 ans","65","70","80","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","66","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 80 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@chasselay.fr","SPIE BATIGNOLLES ENERGIE","7.9","nasradine.boulala@spiebatignolles.fr","12","20 à 49 salariés","20","Rénovation Lourde","90","6","8","Été 2026 + Automne 2026","45.87468400863648","4.772587021221269"
"BDNB-bdnb-bg-NUNP-48Z9-6KG5","69050","200040574","200040574","infirmier","Bibliothèque","COM","COMMUNE DE CHATILLON","Châtillon","2587","1968","F (220 kWh/m²/an)","2021","F","569140","220","126292","56831","39782",,"fourchette","465660","388050","310440","310440","310440","310 440 € à 310 440 €","2235","152985","152985","152985","1748820","36163","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200040574","En tant que propriétaire du groupe scolaire infirmier, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 2587 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Châtillon (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (2587 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 27 942 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 310 440 € à 310 440 €. Gain net annuel mairie (fourchette) : 10 389 € à 14 680 €/an. ROI part fonds (fourchette) : 10.4 à 14.7 ans.","29393","17751","11642","12","27438","10389","10389","14680","10 389 € à 14 680 €/an","8115","14.7","14.7","10.4","10.4 à 14.7 ans","66.7","70","80","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","68","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 80 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@chatillondazergues.fr","INDUSTHERM","21.1","contact@industherm.fr","21","50 à 99 salariés","50","Rénovation Lourde","207","12","9","Été 2026 + Automne 2026","45.876584976972595","4.645054944380239"
"BDNB-bdnb-bg-8XNR-DLW4-R39L","69066","200040566","200040566","87 rue des ecoles 69470 Cours","Enseignement","COM","COMMUNE DE COURS","Cours","1089","1890","G (220 kWh/m²/an)","2015","G","239580","220","53163","23923","16746",,"fourchette","196020","163350","98010","98010","130680","98 010 € à 130 680 €","941","97069","97069","64399","894780","11736","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-200040566","En tant que propriétaire du groupe scolaire 87 rue des ecoles 69470 Cours, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1089 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Cours (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1089 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 15 243 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 98 010 € à 130 680 €. Gain net annuel mairie (fourchette) : 582 € à 6 179 €/an. ROI part fonds (fourchette) : 10.4 à 166.8 ans.","16164","11263","4901","12","7759","582","582","6179","582 € à 6 179 €/an","-375","166.8","166.8","10.4","10.4 à 166.8 ans","50","70","79.9","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","71","⚡ Tiède","Risque sous-performance IPMVP : gain net mairie ≤ 0 au plancher 66 % (vérifier Lt et objectifs GPE) | PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","commune@mairie-cours.fr","ETS LEPINE FRERES ET FILS","2.2","comptabilite@lepinesas.fr","11","10 à 19 salariés","10","Rénovation Lourde","87","6","8","Été 2026 + Automne 2026","46.1194609625115","4.341794033681717"
"BDNB-bdnb-bg-S21W-Z57X-WPEN","69088","200046977","200046977","lieux d'accueil enfant-parent","Bibliothèque","COM","COMMUNE DE FONTAINES SUR SAONE","Fontaines-sur-Saône","1145","1982","E (220 kWh/m²/an)",,"Estimé","251900","220","55897","25154","13835",,"fourchette","137400","114500","61830","61830","91600","61 830 € à 91 600 €","605","74965","74965","45195","9739200","248181","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200046977","En tant que propriétaire du groupe scolaire lieux d'accueil enfant-parent, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1145 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Fontaines-sur-Saône (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1145 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 11 423 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 61 830 € à 91 600 €. Gain net annuel mairie (fourchette) : 1 702 € à 10 615 €/an. ROI part fonds (fourchette) : 4.3 à 44 ans.","12133","8698","3435","12","13021","1702","1702","10615","1 702 € à 10 615 €/an","4469","44","44","4.3","4.3 à 44 ans","45","55","80.3","false",,"65","⚡ Tiède",,"contact@fontaines-sur-saone.fr","SETIM","4.1","s.generaux@setim.pro","12","20 à 49 salariés","20","Rénovation Moyenne","92","6","5","Été 2026 + Automne 2026","45.821271971929406","4.863061027097106"
